Type,Start,End,Duration,Distance,"Average Heart Rate","Max Heart Rate","Average Pace","Average Speed","Active Energy","Total Energy","Elevation Ascended","Elevation Descended",Weather Temperature,Weather Humidity
"Elliptical","2019-06-11 16:17","2019-06-11 16:40","0:23:48",,"137.12143865739822","141.8986939129597",,,"237.54299999999992","282.1799999999999",,,"10.000000000000057","92"
"Elliptical","2019-06-09 17:16","2019-06-09 17:32","0:16:30",,"159.6924457541236","162.6896115354373",,,"177.35700000000006","233.5790000000001",,,,
"Indoor Walking","2019-06-08 13:56","2019-06-08 14:20","0:23:26","0.7965302942595445","126.65824142446998","132.64031620553357","0:29:25","2.0394682345534836","144.879","215.39700000000005",,,"11.666666666666686","87"
"Elliptical","2019-06-06 17:27","2019-06-06 17:50","0:23:19",,"151.52068689231558","160.91335433834226",,,"266.14699999999993","334.3109999999999",,,"15.5555555555556","58"
"Elliptical","2019-06-04 16:05","2019-06-04 16:28","0:23:19",,"148.08874706853967","154.6216215432364",,,"261.61699999999996","330.734",,,"12.777777777777828","89"
"Indoor Walking","2019-06-01 21:12","2019-06-01 21:35","0:23:24","0.8193901934963651","125.2591632696998","131.98409959983587","0:28:34","2.0998487589977914","152.72399999999996","220.73999999999998",,,"18.888888888888914","70"
"Elliptical","2019-05-30 18:07","2019-05-30 18:34","0:26:11",,"141.9308486847403","153.64842055662615",,,"287.16299999999995","361.42499999999995",,,"20.5555555555556","58"
"Indoor Walking","2019-05-28 16:44","2019-05-28 17:07","0:23:05","0.9548598871927243","127.60027637065907","137.97341889334012","0:24:11","2.480682821542121","169.753","239.067",,,"14.444444444444457","58"
"Elliptical","2019-05-27 14:31","2019-05-27 14:54","0:23:04",,"157.51760669034658","163.45834157925987",,,"280.60100000000006","349.4120000000001",,,"14.444444444444457","69"
"Indoor Walking","2019-05-25 11:23","2019-05-25 11:43","0:20:03","1.394","120.65146200789368","131.48433620835948","0:14:23","4.169372402168502","185.77300000000002","224.01500000000004","201.4",,"16.111111111111143","57"
"Indoor Walking","2019-05-21 12:52","2019-05-21 13:15","0:23:00","0.8416993914090563","125.5406704845242","134.22893719097272","0:27:19","2.1955250844084935","157.902","227.08900000000003",,,"15.5555555555556","57"
"Elliptical","2019-05-20 17:29","2019-05-20 17:54","0:25:10",,"156.87638422604684","168.78224854979848",,,"295.121","341.96999999999997",,,"16.111111111111143","57"
"Indoor Walking","2019-05-18 14:11","2019-05-18 14:28","0:17:26","0.7297677952628583","126.38757698460131","130.97494056415863","0:23:54","2.5100095984472888","137.101","195.48200000000003",,,"13.888888888888914","70"
"Elliptical","2019-05-17 17:19","2019-05-17 17:43","0:24:26",,"153.4555948827218","159.44550918855006",,,"285.45900000000006","331.51300000000003",,,"18.33333333333337","46"
"Indoor Walking","2019-05-14 16:29","2019-05-14 16:54","0:24:49","0.9070454937772593","123.75198147725216","130.42782544741368","0:27:22","2.192117813361187","150.29199999999994","221.31999999999996",,,"20.5555555555556","41"
"Elliptical","2019-05-13 17:29","2019-05-13 17:55","0:26:45",,"154.91933399261242","165.96539953833306",,,"295.93100000000015","370.1670000000002",,,"18.888888888888914","44"
"Outdoor Walking","2019-05-13 12:34","2019-05-13 12:57","0:23:07","1.4296464089426977","93.33626222716191","93.33626222716191","0:16:10","3.709020267330433","91.30400000000007","152.41900000000015",,,"17.77777777777783","48"
"Indoor Walking","2019-05-11 18:51","2019-05-11 19:14","0:23:28","0.8068630955443951","123.45779424053347","132.84765875561266","0:29:05","2.0625887161239644","151.26","221.28300000000002",,,"12.222222222222285","52"
"Elliptical","2019-05-08 18:04","2019-05-08 18:28","0:23:41",,"156.15095957932843","162.4270349377439",,,"283.167","352.359",,,"10.5555555555556","85"
"Indoor Walking","2019-05-07 17:24","2019-05-07 17:48","0:24:23","0.7913673922115704","127.61442478268019","135.48948120411887",,"1.946707864032176","161.01999999999992","232.98899999999995",,,"12.222222222222285","60"
"Elliptical","2019-05-06 22:56","2019-05-06 23:23","0:27:20",,"152.42932081602677","164.58616435157674",,,"310.08700000000005","387.40600000000006",,,"6.111111111111143","80"
"Elliptical","2019-05-04 14:22","2019-05-04 14:48","0:26:36",,"164.9632148538843","173.2162823713712",,,"322.4130000000001","372.1850000000001",,,"10.000000000000057","50"
"Indoor Walking","2019-05-02 18:04","2019-05-02 18:30","0:26:26","0.8690720919305459","124.15840595986818","130.99651516638852",,"1.9714452341354334","164.92899999999997","240.372",,,"12.222222222222285","69"
"Elliptical","2019-05-01 17:41","2019-05-01 18:05","0:24:02",,"158.40205614333675","165.5104714591857",,,"281.684","353.68500000000006",,,"11.666666666666686","83"
"Indoor Walking","2019-04-29 17:26","2019-04-29 17:49","0:22:41","0.9390924829362193","133.71101585305823","139.60317931956615","0:24:09","2.4838993512853","183.37999999999997","225.96499999999997",,,"15.000000000000057","55"
"Elliptical","2019-04-28 11:52","2019-04-28 12:19","0:26:46",,"166.63874015418725","172.65506446037716",,,"327.2179999999999","403.15599999999995",,,"11.111111111111143","78"
"Indoor Walking","2019-04-24 17:47","2019-04-24 18:10","0:22:58","0.860225691288244","118.61268076711299","125.11230541141592","0:26:42","2.2459697379037444","145.82099999999997","214.77100000000002",,,"15.000000000000057","80"
"Elliptical","2019-04-23 17:11","2019-04-23 17:38","0:26:36",,"163.84262579374587","171.92636117270257",,,"306.0359999999999","381.8839999999999",,,,
"Indoor Walking","2019-04-22 15:15","2019-04-22 15:41","0:25:58","0.8743408948207507","127.6502550228043","135.18062941119598","0:29:42","2.019633958411103","181.25500000000002","256.29200000000003",,,"21.666666666666686","36"
"Elliptical","2019-04-19 18:02","2019-04-19 18:25","0:22:54",,"160.0249915310679","168.68660393161554",,,"278.327","346.72700000000003",,,"21.666666666666686","40"
"Indoor Walking","2019-04-16 17:46","2019-04-16 18:13","0:27:03","0.9288915961466264","125.12119154046273","132.62501703229327","0:29:07","2.0599058878282013","165.976","241.90300000000002",,,"12.222222222222285","83"
"Elliptical","2019-04-15 17:29","2019-04-15 17:52","0:23:16",,"164.05343375927438","172.92337567171464",,,"287.862","331.79200000000003",,,"13.888888888888914","47"
"Elliptical","2019-04-13 11:56","2019-04-13 12:20","0:24:05",,"160.48850885440046","167.71307461813925",,,"285.5839999999999","356.93499999999995",,,"8.333333333333371","50"
"Indoor Walking","2019-04-10 17:32","2019-04-10 17:55","0:22:57","0.7519189963878599","120.36009199741913","127.25797534005294",,"1.965435050315657","141.332","184.63",,,"11.666666666666686","48"
"Elliptical","2019-04-08 17:09","2019-04-08 17:34","0:25:32",,"149.44678603632437","160.89342723004694",,,"293.1739999999999","364.67799999999994",,,"15.000000000000057","61"
"Indoor Walking","2019-04-05 19:03","2019-04-05 19:26","0:23:18","0.8098874929727754","119.55440980829515","128.07780264694432","0:28:46","2.085403706551394","128.7959999999999","172.4869999999999",,,"11.111111111111143","60"
"Elliptical","2019-04-03 17:53","2019-04-03 18:19","0:26:17",,"153.2709887369696","163.8106316552461",,,"287.739","363.19100000000003",,,"7.222222222222285","70"
"Indoor Walking","2019-04-02 17:20","2019-04-02 17:42","0:21:31","0.680608794861706","124.00975172623767","138.03757360679833",,"1.8972442934121332","131.8119999999999","197.98899999999992",,,"7.222222222222285","68"
"Elliptical","2019-04-01 17:45","2019-04-01 18:08","0:23:23",,"162.45200050350797","171.73175425610663",,,"278.61999999999983","347.7069999999999",,,"12.777777777777828","56"
"Indoor Walking","2019-03-30 13:30","2019-03-30 13:51","0:20:03","1.594","137.2708399970101","145.97076093183128","0:12:34","4.76922598960218","210.37399999999997","248.29799999999997","236.2",,"10.5555555555556","65"
"Indoor Walking","2019-03-27 17:35","2019-03-27 17:58","0:22:55","0.6492078960253858","119.31212913000907","128.00501554058465",,"1.6990094478417401","107.7169999999999","177.00399999999993",,,"10.5555555555556","61"
"Elliptical","2019-03-25 17:31","2019-03-25 17:57","0:25:48",,"157.4742148192746","170.74640843343963",,,"287.80900000000014","360.5830000000002",,,"8.888888888888914","58"
"Elliptical","2019-03-21 17:24","2019-03-21 17:48","0:23:39",,"160.18493108438","175.39897201318186",,,"272.167","316.49",,,"13.333333333333371","73"
"Indoor Walking","2019-03-18 17:16","2019-03-18 17:40","0:23:48","0.8008847924529109","119.05206037689645","125.12402853428112","0:29:43","2.0181352391394682","126.91399999999996","197.828",,,,
"Elliptical","2019-03-16 13:04","2019-03-16 13:31","0:26:47",,"155.1860334999925","173.81898123060253",,,"298.6159999999999","348.8509999999999",,,"11.111111111111143","84"
"Elliptical","2019-03-14 17:47","2019-03-14 18:12","0:25:20",,"156.7259576683185","173.23729230164193",,,"290.28799999999995","363.076",,,"9.444444444444457","70"
"Indoor Walking","2019-03-11 17:22","2019-03-11 17:45","0:22:52","0.8509157880358398","123.0352864674481","132.31400312530567","0:26:52","2.2319520764374308","130.85499999999996","199.482",,,,
"Indoor Walking","2019-03-08 19:23","2019-03-08 19:44","0:20:23","0.6610881942994893","119.7698058780599","127.96512905232659",,"1.9458815679757555","107.84899999999999","146.40699999999998",,,"7.222222222222285","90"
"Indoor Walking","2019-03-05 17:34","2019-03-05 17:56","0:22:19","0.5719120831994805","122.00100219970618","128.45384615384614",,"1.5375974120016258","76.56800000000001","144.99600000000004",,,"8.888888888888914","63"
"Indoor Walking","2019-03-04 17:22","2019-03-04 17:53","0:30:32","0.45483269249240404","120.58985455730591","130.20080204022804",,"0.8934450689170399","79.88099999999999","161.75100000000003",,,"6.111111111111143","80"
"Elliptical","2019-03-02 14:04","2019-03-02 14:28","0:24:20",,"158.46846409594107","171.70159592695936",,,"288.5539999999999","358.8329999999999",,,"10.5555555555556","69"
"Elliptical","2019-03-01 17:53","2019-03-01 18:17","0:24:11",,"159.31924535345146","171.766983595251",,,"283.1319999999998","354.5209999999998",,,"10.000000000000057","81"
"Elliptical","2019-02-27 17:24","2019-02-27 17:33","0:08:53",,"139.81560891345654","139.81560891345654",,,"89.50599999999997","132.19400000000002",,,,
"Elliptical","2019-02-25 17:40","2019-02-25 18:03","0:23:46",,"159.51730363870874","172.19897291590405",,,"278.961","348.44800000000004",,,"13.333333333333371","46"
"Outdoor Walking","2019-02-25 12:42","2019-02-25 12:59","0:17:29","1.334299822402037","100.99914408589365","106","0:13:06","4.57804633482097","84.08200000000004","165.55600000000015",,,"15.5555555555556","39"
"Elliptical","2019-02-24 14:03","2019-02-24 14:25","0:22:55",,"158.8998185746753","170.3114455757217",,,"275.517","343.92400000000004",,,"13.888888888888914","75"
"Elliptical","2019-02-22 13:53","2019-02-22 14:19","0:25:44",,"159.94622348298466","173.56587689301406",,,"302.0939999999999","376.5969999999999",,,,
"Elliptical","2019-02-19 16:39","2019-02-19 17:06","0:26:40",,"167.52032810513643","178.95547123623015",,,"319.3779999999996","369.3099999999996",,,"8.333333333333371","73"
"Elliptical","2019-02-18 09:01","2019-02-18 09:27","0:26:28",,"157.50830889871077","157.9710907008113",,,"299.7989999999999","375.068",,,"7.777777777777828","81"
"Elliptical","2019-02-13 17:32","2019-02-13 17:59","0:27:31",,"163.30297022532278","173.87742354477845",,,"320.8670000000002","372.3790000000002",,,"8.888888888888914","77"
"Elliptical","2019-02-12 17:30","2019-02-12 17:38","0:07:54",,"129.1203389830508","129.1203389830508",,,"53.55800000000008","95.27300000000011",,,"10.000000000000057","85"
"Elliptical","2019-02-10 14:27","2019-02-10 14:49","0:21:52",,"158.43904668547086","169.99639411333652",,,"270.8419999999999","338.154",,,"6.666666666666686","70"
"Elliptical","2019-02-07 17:30","2019-02-07 17:43","0:12:05",,"128.85365968685156","128.85365968685156",,,"122.18499999999976","169.8969999999998",,,"6.111111111111143","77"
"Elliptical","2019-02-04 17:07","2019-02-04 17:31","0:23:49",,"151.02758455650053","164.31823517861218",,,"257.631","326.054",,,"7.222222222222285","77"
"Elliptical","2019-01-30 18:27","2019-01-30 18:58","0:31:13",,"147.0870958071599","166.66119483315396",,,"304.82300000000004","363.05000000000007",,,"-0.5555555555555429","98"
"Elliptical","2019-01-28 17:22","2019-01-28 17:40","0:17:54",,"141.3693277151822","147.23937947494034",,,"168.192","224.70700000000005",,,"2.2222222222222854","67"
"Elliptical","2019-01-26 18:43","2019-01-26 19:07","0:24:14",,"151.50867436252335","171.35489034354248",,,"272.30400000000003","343.4240000000001",,,"7.222222222222285","90"
"Elliptical","2019-01-23 17:47","2019-01-23 18:11","0:23:49",,"146.77621127001512","165.38687430862828",,,"243.9389999999999","313.7249999999999",,,"-1.1111111111110858","99"
"Elliptical","2019-01-21 17:46","2019-01-21 18:09","0:22:45",,"161.68434420207592","164.23281455025128",,,"261.6939999999998","330.8559999999998",,,"5.000000000000057","82"
"Elliptical","2019-01-20 15:26","2019-01-20 15:34","0:07:29",,"135.94707877391693","135.94707877391693",,,"67.03099999999988","106.13399999999992",,,"5.5555555555556","87"
"Elliptical","2019-01-18 17:58","2019-01-18 18:23","0:25:03",,"143.76453945816786","153.2776109868699",,,"265.42999999999995","338.543",,,"2.2222222222222854","90"
"Elliptical","2019-01-16 17:58","2019-01-16 18:24","0:26:09",,"151.9308842603801","166.951883545272",,,"265.4849999999998","340.88099999999986",,,"4.444444444444457","86"
"Elliptical","2019-01-15 17:13","2019-01-15 17:33","0:20:33",,"149.59345061667025","151.6332875737239",,,"227.67599999999993","292.52199999999993",,,"8.333333333333371","81"
"Elliptical","2019-01-12 18:00","2019-01-12 18:24","0:23:46",,"160.93844747121864","161.34729718508675",,,"239.59899999999988","310.2459999999999",,,"10.000000000000057","84"
"Elliptical","2019-01-09 17:30","2019-01-09 17:43","0:13:05",,"143.86904401347002","150.92031024916227",,,"132.04200000000003","182.31700000000006",,,"1.6666666666666856","79"
"Elliptical","2019-01-08 18:00","2019-01-08 18:26","0:25:54",,"163.09491837883593","177.08137819093992",,,"296.0210000000001","344.8490000000001",,,"4.444444444444457","82"
"Elliptical","2019-01-06 14:43","2019-01-06 15:12","0:29:46",,"159.2744258006119","170.15359432233714",,,"371.5189999999999","453.1329999999999",,,"8.333333333333371","87"
"Elliptical","2019-01-05 18:00","2019-01-05 18:24","0:24:07",,"156.00314262791366","170.22446004052784",,,"250.42600000000013","321.3650000000002",,,"6.666666666666686","80"
"Elliptical","2019-01-03 17:34","2019-01-03 17:57","0:22:58",,"155.44517088901733","171.49921583484448",,,"249.5050000000001","318.2790000000001",,,"1.6666666666666856","74"
"Elliptical","2018-12-31 15:00","2018-12-31 15:23","0:23:26",,"160.78598925076597","163.34231504256329",,,"255.202","299.18100000000004",,,"9.444444444444457","79"
"Elliptical","2018-12-30 18:10","2018-12-30 18:33","0:23:21",,"166.99514120378873","172.39108798400298",,,"266.7350000000001","335.53900000000016",,,"10.000000000000057","89"
"Elliptical","2018-12-28 13:01","2018-12-28 13:10","0:09:11",,"151.46585820023893","151.46585820023893",,,"97.72700000000007","140.6210000000001",,,"10.000000000000057","83"
"Elliptical","2018-12-27 17:09","2018-12-27 17:33","0:23:33",,"164.58071961751506","177.67801136920505",,,"269.72099999999983","340.06899999999985",,,"8.333333333333371","92"
"Elliptical","2018-12-26 13:30","2018-12-26 13:53","0:22:35",,"160.8592168328409","162.9139344262295",,,"241.18499999999992","309.62299999999993",,,"9.444444444444457","95"
"Elliptical","2018-12-22 15:18","2018-12-22 15:38","0:20:03",,"159.5557776778894","162.4415958235144",,,"200.59800000000013","265.34900000000016",,,"8.888888888888914","78"
"Elliptical","2018-12-20 17:57","2018-12-20 18:06","0:08:51",,"136.15407365006675","136.15407365006675",,,"81.86499999999998","124.28",,,"7.222222222222285","86"
"Elliptical","2018-12-19 17:39","2018-12-19 18:03","0:23:29",,"153.92272437526998","156.9413572757422",,,"247.23799999999986","317.2399999999999",,,"6.666666666666686","84"
"Elliptical","2018-12-17 17:47","2018-12-17 18:11","0:23:52",,"158.50000257911154","164.07384927394622",,,"274.636","319.35400000000004",,,"7.222222222222285","88"
"Elliptical","2018-12-13 17:46","2018-12-13 17:54","0:07:38",,"118.19587036068992","118.19587036068992",,,"47.495000000000005","88.41200000000003",,,"2.7777777777778283","78"
"Elliptical","2018-12-11 17:37","2018-12-11 18:01","0:23:56",,"148.28521796880415","149.10872864452344",,,"252.14299999999986","322.6889999999999",,,"7.222222222222285","88"
"Elliptical","2018-12-10 18:06","2018-12-10 18:33","0:26:31",,"155.56769173195332","172.65561871011298",,,"283.84599999999995","359.55",,,"7.222222222222285","94"
"Elliptical","2018-12-08 14:04","2018-12-08 14:16","0:12:19",,"137.74489473137405","137.74489473137405",,,"107.05699999999999","154.11599999999999",,,"9.444444444444457","88"
"Elliptical","2018-12-06 17:34","2018-12-06 18:02","0:28:36",,"152.05657933920492","160.593113709803",,,"291.7260000000002","370.64600000000024",,,,
"Elliptical","2018-12-05 17:35","2018-12-05 17:43","0:08:20",,"120.52845528455278","120.52845528455278",,,"64.5969999999999","105.62099999999992",,,"10.000000000000057","94"
"Elliptical","2018-12-04 17:20","2018-12-04 17:28","0:08:10",,"127.10731958100386","127.10731958100386",,,"68.86899999999999","110.10100000000001",,,"4.444444444444457","94"
"Elliptical","2018-12-02 17:34","2018-12-02 17:42","0:07:36",,"130.56369161601864","130.56369161601864",,,"82.4280000000001","124.01300000000013",,,"12.222222222222285","88"
"Elliptical","2018-12-01 15:16","2018-12-01 15:41","0:24:47",,"153.82206987945835","162.46889215055978",,,"264.466","337.06000000000006",,,"11.666666666666686","90"
"Elliptical","2018-11-28 17:43","2018-11-28 18:08","0:24:22",,"127.58922295247025","138.12347877708513",,,"212.59799999999998","258.264",,,"13.333333333333371","73"
"Elliptical","2018-11-26 17:50","2018-11-26 18:16","0:26:16",,"153.38667483974368","171.60028512437322",,,"288.41999999999996","364.063",,,"4.444444444444457","82"
"Elliptical","2018-11-24 15:55","2018-11-24 16:19","0:24:09",,"158.26369899200412","158.41407394497213",,,"259.78999999999996","331.523",,,"7.222222222222285","77"
"Elliptical","2018-11-22 19:06","2018-11-22 19:19","0:13:02",,"139.65928961748642","139.65928961748642",,,"139.2399999999999","189.81199999999993",,,"3.888888888888914","89"
"Elliptical","2018-11-20 17:48","2018-11-20 18:17","0:28:38",,"141.02990545846794","154.31195437511434",,,"268.76","348.20300000000003",,,"4.444444444444457","88"
"Functional Strength Training","2018-11-18 17:38","2018-11-18 18:05","0:26:43",,"130.41891977139832","133.14944306588347",,,"234.47499999999985","284.4709999999999",,,"6.666666666666686","79"
"Elliptical","2018-11-17 17:39","2018-11-17 18:07","0:28:00",,"149.63754556414955","167.51929653150958",,,"283.69","361.932",,,"7.777777777777828","82"
"Elliptical","2018-11-16 17:59","2018-11-16 18:25","0:25:36",,"145.91854250733255","170.03529900332225",,,"266.64099999999996","340.693",,,"12.222222222222285","85"
"Tennis","2018-11-15 16:15","2018-11-15 17:03","0:48:07",,"94.1437866169373","104.21206194746549",,,"248.93700000000032","363.91000000000037",,,"12.222222222222285","80"
"Elliptical","2018-11-14 17:37","2018-11-14 18:02","0:24:45",,"144.20167214773707","164.7503966835471",,,"263.91400000000016","336.2940000000002",,,"11.111111111111143","76"
"Outdoor Walking","2018-11-13 22:21","2018-11-13 22:24","0:03:00","0.08877000000001863","74.33333333333333","116",,"1.7678273644647127","7.957999999999997","33.93900000000001",,,"10.5555555555556","80"
"Elliptical","2018-11-13 17:44","2018-11-13 18:07","0:22:34",,"147.6260737297208","168.3768993235957",,,"235.10599999999997","303.34900000000005",,,"10.5555555555556","80"
"Elliptical","2018-11-12 17:33","2018-11-12 17:56","0:23:08",,"148.76529298113056","171.6558993457428",,,"238.11800000000002","281.75",,,"9.444444444444457","80"
"Elliptical","2018-11-10 15:11","2018-11-10 15:36","0:24:17",,"151.35414738023286","151.58515364816333",,,"216.78699999999992","262.2159999999999",,,"11.111111111111143","79"
"Elliptical","2018-11-07 17:42","2018-11-07 17:49","0:07:26",,"126.48246698328022","126.48246698328022",,,"58.65500000000005","97.92200000000008",,,"9.444444444444457","95"
"Elliptical","2018-11-05 17:54","2018-11-05 18:18","0:23:53",,"149.57177678152507","166.00445348049186",,,"239.6350000000001","310.8130000000001",,,"10.000000000000057","94"
"Elliptical","2018-11-04 17:09","2018-11-04 17:23","0:13:29",,"117.16308216774453","117.16308216774453",,,"100.68300000000009","149.7250000000001",,,"12.222222222222285","90"
"Elliptical","2018-11-02 17:43","2018-11-02 17:58","0:14:34",,"134.45246433318388","145.899385313162",,,"120.91899999999995","148.81199999999995",,,"8.333333333333371","74"
"Elliptical","2018-11-01 17:52","2018-11-01 18:17","0:24:59",,"145.89001004272436","156.80381571233147",,,"245.38400000000019","317.8320000000002",,,"6.666666666666686","78"
"Elliptical","2018-10-30 21:34","2018-10-30 21:51","0:16:54",,"63.81607814461917","68.67383844622883",,,"73.72099999999989","125.8039999999999",,,"4.444444444444457","77"
"Elliptical","2018-10-29 17:41","2018-10-29 18:03","0:21:11",,"153.10810868336037","160.23804110188019",,,"221.77200000000002","288.10300000000007",,,"3.3333333333333712","77"
"Elliptical","2018-10-28 15:33","2018-10-28 15:55","0:21:46",,"157.52339537803988","158.01629044966344",,,"208.49899999999982","275.33799999999985",,,"8.333333333333371","62"
"Elliptical","2018-10-27 11:28","2018-10-27 11:52","0:24:09",,"144.83037405892682","167.68363492229244",,,"244.03900000000004","289.62800000000004",,,"4.444444444444457","70"
"Elliptical","2018-10-24 17:53","2018-10-24 18:16","0:22:48",,"157.60635330443242","173.2057901779438",,,"258.4269999999997","327.08799999999974",,,"11.111111111111143","78"
"Elliptical","2018-10-22 17:13","2018-10-22 17:39","0:26:09",,"146.80680365758784","165.09624473303114",,,"285.36700000000013","360.7350000000002",,,"11.111111111111143","70"
"Elliptical","2018-10-21 18:40","2018-10-21 19:04","0:23:57",,"165.78428775098382","175.71687711601382",,,"287.49899999999985","332.84799999999984",,,"11.111111111111143","85"
"Elliptical","2018-10-20 18:21","2018-10-20 18:31","0:10:29",,"138.3776068283814","138.3776068283814",,,"100.85299999999992","145.67199999999997",,,"15.000000000000057","72"
"Outdoor Walking","2018-10-15 21:19","2018-10-15 21:21","0:01:31","0.08377999999979512","84.94444444444444","93","0:18:17","3.2809934841964155","6.520000000000001","30.27300000000001",,,"10.5555555555556","85"
"Elliptical","2018-10-15 17:12","2018-10-15 17:35","0:22:50",,"156.05312023192883","166.40266859213264",,,"263.66700000000014","332.63700000000017",,,"11.666666666666686","83"
"Elliptical","2018-10-14 18:04","2018-10-14 18:15","0:10:58",,"147.47770087307399","147.47770087307399",,,"121.279","168.79800000000003",,,"11.111111111111143","77"
"Elliptical","2018-10-13 19:35","2018-10-13 19:43","0:08:30",,"128.71493627551695","128.71493627551695",,,"80.52200000000006","96.87700000000007",,,"18.888888888888914","77"
"Indoor Cycling","2018-10-11 18:24","2018-10-11 18:32","0:07:42",,"111.89816538662912","111.89816538662912",,,"53.986999999999966","92.32399999999998",,,"14.444444444444457","81"
"Elliptical","2018-10-10 18:01","2018-10-10 18:25","0:24:38",,"154.6405105651617","169.05047369153718",,,"283.837","355.72",,,"20.5555555555556","60"
"Elliptical","2018-10-08 18:52","2018-10-08 19:16","0:23:33",,"155.0832286000601","167.9266562476895",,,"273.2549999999999","317.8929999999999",,,"13.888888888888914","78"
"Elliptical","2018-10-05 19:33","2018-10-05 19:57","0:23:35",,"151.86461309727252","167.89731466030298",,,"260.8820000000001","329.77500000000015",,,"11.111111111111143","93"
"Elliptical","2018-10-03 19:35","2018-10-03 19:58","0:22:44",,"150.23042822431998","168.1022191648755",,,"253.17899999999995","321.71299999999997",,,"13.888888888888914","85"
"Elliptical","2018-10-01 17:00","2018-10-01 17:25","0:24:51",,"135.6056307670942","153.60076960637014",,,"259.27500000000015","331.08700000000016",,,"12.222222222222285","68"
"Elliptical","2018-09-30 19:47","2018-09-30 20:06","0:18:55",,"133.52128638204326","151.16385928644053",,,"182.582","242.192",,,"9.444444444444457","82"
"Elliptical","2018-09-29 16:04","2018-09-29 16:24","0:19:17",,"115.23494163280388","140.2003195691077",,,"148.75799999999995","209.09599999999995",,,"15.5555555555556","63"
"Elliptical","2018-09-27 18:27","2018-09-27 18:54","0:27:32",,"145.18495780364086","165.42194721392912",,,"278.4410000000001","355.65100000000007",,,"15.000000000000057","78"
"Elliptical","2018-09-25 19:16","2018-09-25 19:38","0:22:01",,"145.7270807357182","168.11430802649315",,,"246.38799999999998","313.6",,,"13.888888888888914","62"
"Elliptical","2018-09-24 17:56","2018-09-24 18:21","0:24:47",,"143.46422281701263","169.81653881166469",,,"267.9050000000001","339.3400000000001",,,"12.777777777777828","60"
"Elliptical","2018-09-22 17:30","2018-09-22 17:41","0:10:53",,"130.2914180684433","136.58283613688664",,,"91.21399999999994","137.73099999999994",,,"11.666666666666686","83"
"Elliptical","2018-09-21 17:42","2018-09-21 18:05","0:22:57",,"149.64836901604122","153.59014885761118",,,"256.295","324.06500000000005",,,"11.666666666666686","80"
"Elliptical","2018-09-19 17:42","2018-09-19 18:05","0:23:06",,"148.1715566884726","170.36520385097415",,,"258.1319999999999","326.7649999999999",,,"15.5555555555556","58"
"Elliptical","2018-09-17 17:22","2018-09-17 17:39","0:16:28",,"133.34426951481726","138.52465170901004",,,"144.12200000000007","200.28300000000007",,,"20.000000000000057","78"
"Elliptical","2018-09-15 12:27","2018-09-15 12:53","0:25:55",,"102.51354896890842","103.93641292295639",,,"207.78799999999993","280.1139999999999",,,"13.333333333333371","86"
"Elliptical","2018-09-12 18:11","2018-09-12 18:34","0:22:54",,"136.00000958008982","165.28062017869584",,,"251.52000000000012","319.1030000000001",,,"15.000000000000057","59"
"Elliptical","2018-09-10 17:18","2018-09-10 17:33","0:14:27",,"118.26957333149693","136.24587871458021",,,"149.9470000000001","201.91500000000008",,,"17.222222222222285","63"
"Elliptical","2018-09-09 18:59","2018-09-09 19:23","0:23:41",,"152.82323273736517","166.38467506432323",,,"268.58399999999995","338.05199999999996",,,"16.111111111111143","72"
"Elliptical","2018-09-08 17:45","2018-09-08 18:05","0:20:16",,"140.75477379966327","144.27812065512447",,,"203.33800000000002","264.28400000000005",,,"15.5555555555556","90"
"Elliptical","2018-09-06 17:49","2018-09-06 18:17","0:27:48",,"126.89878400001905","160.65474381750886",,,"272.85300000000007","349.51900000000006",,,"14.444444444444457","65"
"Elliptical","2018-09-05 17:54","2018-09-05 18:13","0:19:37",,"129.90577328204495","145.1784582454492",,,"178.91","242.10899999999998",,,"17.222222222222285","53"
"Elliptical","2018-09-03 17:52","2018-09-03 18:15","0:23:23",,"143.5584376791246","173.82841528052978",,,"261.4009999999998","328.4389999999998",,,"16.111111111111143","70"
"Elliptical","2018-09-02 14:22","2018-09-02 14:46","0:23:53",,"134.94343406653147","148.85501487850442",,,"205.49200000000005","274.92300000000006",,,"23.888888888888914","49"
"Elliptical","2018-09-01 23:34","2018-09-02 00:00","0:25:17",,"81.97615461967592","87.66404230857538",,,"142.4610000000001","211.10900000000004",,,"19.444444444444457","74"
"Elliptical","2018-08-31 20:58","2018-08-31 21:14","0:16:05",,"125.73579212006699","153.05905730464437",,,"157.0680000000001","211.8980000000001",,,"15.000000000000057","61"
"Elliptical","2018-08-30 20:20","2018-08-30 20:55","0:34:39",,"122.0343988969787","134.35470588776536",,,"310.6200000000001","400.1020000000001",,,"14.444444444444457","66"
"Elliptical","2018-08-29 11:16","2018-08-29 11:38","0:21:24",,"156.32218496491703","170.12128591398806",,,"233.03100000000006","298.1980000000001",,,"14.444444444444457","82"
"Elliptical","2018-08-27 15:39","2018-08-27 16:06","0:27:01",,"152.76625853461843","168.19426318470778",,,"250.97500000000005","325.75800000000004",,,,
"Elliptical","2018-08-26 18:44","2018-08-26 19:09","0:24:39",,"135.5901170340894","160.46201576410337",,,"234.99699999999993","305.4339999999999",,,,
"Elliptical","2018-08-25 14:42","2018-08-25 15:05","0:22:41",,"124.76358353489188","131.59755587694121",,,"206.68999999999988","274.0369999999999",,,,
